Date,Name of State / UT,Latitude,Longitude,Total Confirmed cases,Death,Cured/Discharged/Migrated,New cases,New deaths,New recovered
2020-01-30,Kerala,10.8505,76.2711,1,0,0,0,0,0
2020-01-31,Kerala,10.8505,76.2711,1,0,0,0,0,0
2020-02-01,Kerala,10.8505,76.2711,2,0,0,1,0,0
2020-02-02,Kerala,10.8505,76.2711,3,0,0,1,0,0
2020-02-03,Kerala,10.8505,76.2711,3,0,0,0,0,0
2020-02-04,Kerala,10.8505,76.2711,3,0,0,0,0,0
2020-02-05,Kerala,10.8505,76.2711,3,0,0,0,0,0
2020-02-06,Kerala,10.8505,76.2711,3,0,0,0,0,0
2020-02-07,Kerala,10.8505,76.2711,3,0,0,0,0,0
2020-02-08,Kerala,10.8505,76.2711,3,0,0,0,0,0
2020-02-09,Kerala,10.8505,76.2711,3,0,0,0,0,0
2020-02-10,Kerala,10.8505,76.2711,3,0,0,0,0,0
2020-02-11,Kerala,10.8505,76.2711,3,0,0,0,0,0
2020-02-12,Kerala,10.8505,76.2711,3,0,0,0,0,0
2020-02-13,Kerala,10.8505,76.2711,3,0,0,0,0,0
2020-02-14,Kerala,10.8505,76.2711,3,0,0,0,0,0
2020-02-15,Kerala,10.8505,76.2711,3,0,0,0,0,0
2020-02-16,Kerala,10.8505,76.2711,3,0,0,0,0,0
2020-02-17,Kerala,10.8505,76.2711,3,0,0,0,0,0
2020-02-18,Kerala,10.8505,76.2711,3,0,0,0,0,0
2020-02-19,Kerala,10.8505,76.2711,3,0,0,0,0,0
2020-02-20,Kerala,10.8505,76.2711,3,0,0,0,0,0
2020-02-21,Kerala,10.8505,76.2711,3,0,0,0,0,0
2020-02-22,Kerala,10.8505,76.2711,3,0,0,0,0,0
2020-02-23,Kerala,10.8505,76.2711,3,0,0,0,0,0
2020-02-24,Kerala,10.8505,76.2711,3,0,0,0,0,0
2020-02-25,Kerala,10.8505,76.2711,3,0,0,0,0,0
2020-02-26,Kerala,10.8505,76.2711,3,0,0,0,0,0
2020-02-27,Kerala,10.8505,76.2711,3,0,0,0,0,0
2020-02-28,Kerala,10.8505,76.2711,3,0,0,0,0,0
2020-02-29,Kerala,10.8505,76.2711,3,0,0,0,0,0
2020-03-01,Kerala,10.8505,76.2711,3,0,0,0,0,0
2020-03-02,Delhi,28.7041,77.1025,1,0,0,0,0,0
2020-03-02,Kerala,10.8505,76.2711,3,0,0,0,0,0
2020-03-02,Telengana,18.1124,79.0193,1,0,0,0,0,0
2020-03-03,Delhi,28.7041,77.1025,1,0,0,0,0,0
2020-03-03,Kerala,10.8505,76.2711,3,0,3,0,0,3
2020-03-03,Telengana,18.1124,79.0193,1,0,0,0,0,0
2020-03-04,Delhi,28.7041,77.1025,1,0,0,0,0,0
2020-03-04,Haryana,29.0588,76.0856,14,0,0,0,0,0
2020-03-04,Kerala,10.8505,76.2711,3,0,3,0,0,0
2020-03-04,Rajasthan,27.0238,74.2179,1,0,0,0,0,0
2020-03-04,Telengana,18.1124,79.0193,1,0,0,0,0,0
2020-03-04,Uttar Pradesh,26.8467,80.9462,6,0,0,0,0,0
2020-03-05,Delhi,28.7041,77.1025,2,0,0,1,0,0
2020-03-05,Haryana,29.0588,76.0856,14,0,0,0,0,0
2020-03-05,Kerala,10.8505,76.2711,3,0,3,0,0,0
2020-03-05,Rajasthan,27.0238,74.2179,1,0,0,0,0,0
2020-03-05,Telengana,18.1124,79.0193,1,0,0,0,0,0
2020-03-05,Uttar Pradesh,26.8467,80.9462,7,0,0,1,0,0
2020-03-06,Delhi,28.7041,77.1025,3,0,0,1,0,0
2020-03-06,Haryana,29.0588,76.0856,14,0,0,0,0,0
2020-03-06,Kerala,10.8505,76.2711,3,0,3,0,0,0
2020-03-06,Rajasthan,27.0238,74.2179,1,0,0,0,0,0
2020-03-06,Telengana,18.1124,79.0193,1,0,0,0,0,0
2020-03-06,Uttar Pradesh,26.8467,80.9462,7,0,0,0,0,0
2020-03-07,Delhi,28.7041,77.1025,3,0,0,0,0,0
2020-03-07,Haryana,29.0588,76.0856,14,0,0,0,0,0
2020-03-07,Kerala,10.8505,76.2711,3,0,3,0,0,0
2020-03-07,Rajasthan,27.0238,74.2179,1,0,0,0,0,0
2020-03-07,Tamil Nadu,11.1271,78.6569,1,0,0,0,0,0
2020-03-07,Telengana,18.1124,79.0193,1,0,0,0,0,0
2020-03-07,Union Territory of Ladakh,34.2996,78.2932,2,0,0,0,0,0
2020-03-07,Uttar Pradesh,26.8467,80.9462,7,0,0,0,0,0
2020-03-08,Delhi,28.7041,77.1025,3,0,0,0,0,0
2020-03-08,Haryana,29.0588,76.0856,14,0,0,0,0,0
2020-03-08,Kerala,10.8505,76.2711,8,0,3,5,0,0
2020-03-08,Rajasthan,27.0238,74.2179,1,0,0,0,0,0
2020-03-08,Tamil Nadu,11.1271,78.6569,1,0,0,0,0,0
2020-03-08,Telengana,18.1124,79.0193,1,0,0,0,0,0
2020-03-08,Union Territory of Ladakh,34.2996,78.2932,2,0,0,0,0,0
2020-03-08,Uttar Pradesh,26.8467,80.9462,7,0,0,0,0,0
2020-03-09,Delhi,28.7041,77.1025,4,0,0,1,0,0
2020-03-09,Haryana,29.0588,76.0856,14,0,0,0,0,0
2020-03-09,Karnataka,15.3173,75.7139,1,0,0,0,0,0
2020-03-09,Kerala,10.8505,76.2711,9,0,3,1,0,0
2020-03-09,Maharashtra,19.7515,75.7139,2,0,0,0,0,0
2020-03-09,Punjab,31.1471,75.3412,1,0,0,0,0,0
2020-03-09,Rajasthan,27.0238,74.2179,1,0,0,0,0,0
2020-03-09,Tamil Nadu,11.1271,78.6569,1,0,0,0,0,0
2020-03-09,Telengana,18.1124,79.0193,1,0,0,0,0,0
2020-03-09,Union Territory of Jammu and Kashmir,33.7782,76.5762,1,0,0,0,0,0
2020-03-09,Union Territory of Ladakh,34.2996,78.2932,2,0,0,0,0,0
2020-03-09,Uttar Pradesh,26.8467,80.9462,7,0,0,0,0,0
2020-03-10,Delhi,28.7041,77.1025,4,0,0,0,0,0
2020-03-10,Haryana,29.0588,76.0856,14,0,0,0,0,0
2020-03-10,Karnataka,15.3173,75.7139,4,0,0,3,0,0
2020-03-10,Kerala,10.8505,76.2711,15,0,3,6,0,0
2020-03-10,Maharashtra,19.7515,75.7139,5,0,0,3,0,0
2020-03-10,Punjab,31.1471,75.3412,1,0,0,0,0,0
2020-03-10,Rajasthan,27.0238,74.2179,1,0,0,0,0,0
2020-03-10,Tamil Nadu,11.1271,78.6569,1,0,0,0,0,0
2020-03-10,Telengana,18.1124,79.0193,1,0,0,0,0,0
2020-03-10,Union Territory of Jammu and Kashmir,33.7782,76.5762,1,0,0,0,0,0
2020-03-10,Union Territory of Ladakh,34.2996,78.2932,2,0,0,0,0,0
2020-03-10,Uttar Pradesh,26.8467,80.9462,7,0,0,0,0,0
2020-03-11,Delhi,28.7041,77.1025,5,0,0,1,0,0
2020-03-11,Haryana,29.0588,76.0856,14,0,0,0,0,0
2020-03-11,Karnataka,15.3173,75.7139,4,0,0,0,0,0
2020-03-11,Kerala,10.8505,76.2711,17,0,3,2,0,0
2020-03-11,Maharashtra,19.7515,75.7139,10,0,0,5,0,0
2020-03-11,Punjab,31.1471,75.3412,1,0,0,0,0,0
2020-03-11,Rajasthan,27.0238,74.2179,3,0,0,2,0,0
2020-03-11,Tamil Nadu,11.1271,78.6569,1,0,0,0,0,0
2020-03-11,Telengana,18.1124,79.0193,1,0,0,0,0,0
2020-03-11,Union Territory of Jammu and Kashmir,33.7782,76.5762,1,0,0,0,0,0
2020-03-11,Union Territory of Ladakh,34.2996,78.2932,2,0,0,0,0,0
2020-03-11,Uttar Pradesh,26.8467,80.9462,9,0,0,2,0,0
2020-03-12,Andhra Pradesh,15.9129,79.74,1,0,0,0,0,0
2020-03-12,Delhi,28.7041,77.1025,6,0,0,1,0,0
2020-03-12,Haryana,29.0588,76.0856,14,0,0,0,0,0
2020-03-12,Karnataka,15.3173,75.7139,4,1,0,0,0,0
2020-03-12,Kerala,10.8505,76.2711,17,0,3,0,0,0
2020-03-12,Maharashtra,19.7515,75.7139,11,0,0,1,0,0
2020-03-12,Punjab,31.1471,75.3412,1,0,0,0,0,0
2020-03-12,Rajasthan,27.0238,74.2179,3,0,0,0,0,0
2020-03-12,Tamil Nadu,11.1271,78.6569,1,0,0,0,0,0
2020-03-12,Telengana,18.1124,79.0193,1,0,0,0,0,0
2020-03-12,Union Territory of Jammu and Kashmir,33.7782,76.5762,1,0,0,0,0,0
2020-03-12,Union Territory of Ladakh,34.2996,78.2932,3,0,0,1,0,0
2020-03-12,Uttar Pradesh,26.8467,80.9462,11,0,0,2,0,0
2020-03-13,Andhra Pradesh,15.9129,79.74,1,0,0,0,0,0
2020-03-13,Delhi,28.7041,77.1025,6,0,0,0,0,0
2020-03-13,Haryana,29.0588,76.0856,14,0,0,0,0,0
2020-03-13,Karnataka,15.3173,75.7139,5,1,0,1,0,0
2020-03-13,Kerala,10.8505,76.2711,17,0,3,0,0,0
2020-03-13,Maharashtra,19.7515,75.7139,11,0,0,0,0,0
2020-03-13,Punjab,31.1471,75.3412,1,0,0,0,0,0
2020-03-13,Rajasthan,27.0238,74.2179,3,0,0,0,0,0
2020-03-13,Tamil Nadu,11.1271,78.6569,1,0,0,0,0,0
2020-03-13,Telengana,18.1124,79.0193,1,0,0,0,0,0
2020-03-13,Union Territory of Jammu and Kashmir,33.7782,76.5762,1,0,0,0,0,0
2020-03-13,Union Territory of Ladakh,34.2996,78.2932,3,0,0,0,0,0
2020-03-13,Uttar Pradesh,26.8467,80.9462,11,0,0,0,0,0
2020-03-14,Andhra Pradesh,15.9129,79.74,1,0,0,0,0,0
2020-03-14,Delhi,28.7041,77.1025,7,1,1,1,0,1
2020-03-14,Haryana,29.0588,76.0856,14,0,0,0,0,0
2020-03-14,Karnataka,15.3173,75.7139,6,1,0,1,0,0
2020-03-14,Kerala,10.8505,76.2711,19,0,3,2,0,0
2020-03-14,Maharashtra,19.7515,75.7139,14,0,0,3,0,0
2020-03-14,Punjab,31.1471,75.3412,1,0,0,0,0,0
2020-03-14,Rajasthan,27.0238,74.2179,3,0,1,0,0,1
2020-03-14,Tamil Nadu,11.1271,78.6569,1,0,0,0,0,0
2020-03-14,Telengana,18.1124,79.0193,1,0,0,0,0,0
2020-03-14,Union Territory of Jammu and Kashmir,33.7782,76.5762,2,0,0,1,0,0
2020-03-14,Union Territory of Ladakh,34.2996,78.2932,3,0,0,0,0,0
2020-03-14,Uttar Pradesh,26.8467,80.9462,12,0,5,1,0,5
2020-03-15,Andhra Pradesh,15.9129,79.74,1,0,0,0,0,0
2020-03-15,Delhi,28.7041,77.1025,7,1,2,0,0,1
2020-03-15,Haryana,29.0588,76.0856,14,0,0,0,0,0
2020-03-15,Karnataka,15.3173,75.7139,6,1,0,0,0,0
2020-03-15,Kerala,10.8505,76.2711,23,0,3,4,0,0
2020-03-15,Maharashtra,19.7515,75.7139,32,0,0,18,0,0
2020-03-15,Punjab,31.1471,75.3412,1,0,0,0,0,0
2020-03-15,Rajasthan,27.0238,74.2179,4,0,3,1,0,2
2020-03-15,Tamil Nadu,11.1271,78.6569,1,0,0,0,0,0
2020-03-15,Telengana,18.1124,79.0193,3,0,1,2,0,1
2020-03-15,Union Territory of Jammu and Kashmir,33.7782,76.5762,2,0,0,0,0,0
2020-03-15,Union Territory of Ladakh,34.2996,78.2932,3,0,0,0,0,0
2020-03-15,Uttar Pradesh,26.8467,80.9462,13,0,4,1,0,-1
2020-03-15,Uttarakhand,30.0668,79.0193,1,0,0,0,0,0
2020-03-16,Andhra Pradesh,15.9129,79.74,1,0,0,0,0,0
2020-03-16,Delhi,28.7041,77.1025,7,1,2,0,0,0
2020-03-16,Haryana,29.0588,76.0856,14,0,0,0,0,0
2020-03-16,Karnataka,15.3173,75.7139,6,1,0,0,0,0
2020-03-16,Kerala,10.8505,76.2711,23,0,3,0,0,0
2020-03-16,Maharashtra,19.7515,75.7139,32,0,0,0,0,0
2020-03-16,Odisha,20.9517,85.0985,1,0,0,0,0,0
2020-03-16,Punjab,31.1471,75.3412,1,0,0,0,0,0
2020-03-16,Rajasthan,27.0238,74.2179,4,0,3,0,0,0
2020-03-16,Tamil Nadu,11.1271,78.6569,1,0,0,0,0,0
2020-03-16,Telengana,18.1124,79.0193,3,0,1,0,0,0
2020-03-16,Union Territory of Jammu and Kashmir,33.7782,76.5762,3,0,0,1,0,0
2020-03-16,Union Territory of Ladakh,34.2996,78.2932,4,0,0,1,0,0
2020-03-16,Uttar Pradesh,26.8467,80.9462,13,0,4,0,0,0
2020-03-16,Uttarakhand,30.0668,79.0193,1,0,0,0,0,0
2020-03-17,Andhra Pradesh,15.9129,79.74,1,0,0,0,0,0
2020-03-17,Delhi,28.7041,77.1025,8,1,2,1,0,0
2020-03-17,Haryana,29.0588,76.0856,15,0,0,1,0,0
2020-03-17,Karnataka,15.3173,75.7139,11,1,0,5,0,0
2020-03-17,Kerala,10.8505,76.2711,26,0,3,3,0,0
2020-03-17,Maharashtra,19.7515,75.7139,39,1,0,7,0,0
2020-03-17,Odisha,20.9517,85.0985,1,0,0,0,0,0
2020-03-17,Punjab,31.1471,75.3412,1,0,0,0,0,0
2020-03-17,Rajasthan,27.0238,74.2179,4,0,3,0,0,0
2020-03-17,Tamil Nadu,11.1271,78.6569,1,0,0,0,0,0
2020-03-17,Telengana,18.1124,79.0193,5,0,1,2,0,0
2020-03-17,Union Territory of Jammu and Kashmir,33.7782,76.5762,3,0,0,0,0,0
2020-03-17,Union Territory of Ladakh,34.2996,78.2932,6,0,0,2,0,0
2020-03-17,Uttar Pradesh,26.8467,80.9462,15,0,5,2,0,1
2020-03-17,Uttarakhand,30.0668,79.0193,1,0,0,0,0,0
2020-03-18,Andhra Pradesh,15.9129,79.74,1,0,0,0,0,0
2020-03-18,Delhi,28.7041,77.1025,10,1,2,2,0,0
2020-03-18,Haryana,29.0588,76.0856,17,0,0,2,0,0
2020-03-18,Karnataka,15.3173,75.7139,11,1,0,0,0,0
2020-03-18,Kerala,10.8505,76.2711,27,0,3,1,0,0
2020-03-18,Maharashtra,19.7515,75.7139,42,1,0,3,0,0
2020-03-18,Odisha,20.9517,85.0985,1,0,0,0,0,0
2020-03-18,Puducherry,11.9416,79.8083,1,0,0,0,0,0
2020-03-18,Punjab,31.1471,75.3412,1,0,0,0,0,0
2020-03-18,Rajasthan,27.0238,74.2179,4,0,3,0,0,0
2020-03-18,Tamil Nadu,11.1271,78.6569,1,0,0,0,0,0
2020-03-18,Telengana,18.1124,79.0193,6,0,1,1,0,0
2020-03-18,Union Territory of Jammu and Kashmir,33.7782,76.5762,3,0,0,0,0,0
2020-03-18,Union Territory of Ladakh,34.2996,78.2932,8,0,0,2,0,0
2020-03-18,Uttar Pradesh,26.8467,80.9462,16,0,5,1,0,0
2020-03-18,Uttarakhand,30.0668,79.0193,1,0,0,0,0,0
2020-03-18,West Bengal,22.9868,87.855,1,0,0,0,0,0
2020-03-19,Andhra Pradesh,15.9129,79.74,2,0,0,1,0,0
2020-03-19,Chhattisgarh,21.2787,81.8661,1,0,0,0,0,0
2020-03-19,Delhi,28.7041,77.1025,12,1,3,2,0,1
2020-03-19,Haryana,29.0588,76.0856,17,0,0,0,0,0
2020-03-19,Karnataka,15.3173,75.7139,14,1,0,3,0,0
2020-03-19,Kerala,10.8505,76.2711,27,0,3,0,0,0
2020-03-19,Maharashtra,19.7515,75.7139,47,1,0,5,0,0
2020-03-19,Odisha,20.9517,85.0985,1,0,0,0,0,0
2020-03-19,Puducherry,11.9416,79.8083,1,0,0,0,0,0
2020-03-19,Punjab,31.1471,75.3412,2,1,0,1,0,0
2020-03-19,Rajasthan,27.0238,74.2179,7,0,3,3,0,0
2020-03-19,Tamil Nadu,11.1271,78.6569,2,0,1,1,0,1
2020-03-19,Telengana,18.1124,79.0193,6,0,1,0,0,0
2020-03-19,Union Territory of Chandigarh,30.7333,76.7794,1,0,0,0,0,0
2020-03-19,Union Territory of Jammu and Kashmir,33.7782,76.5762,4,0,0,1,0,0
2020-03-19,Union Territory of Ladakh,34.2996,78.2932,8,0,0,0,0,0
2020-03-19,Uttar Pradesh,26.8467,80.9462,19,0,9,3,0,4
2020-03-19,Uttarakhand,30.0668,79.0193,1,0,0,0,0,0
2020-03-19,West Bengal,22.9868,87.855,1,0,0,0,0,0
2020-03-20,Andhra Pradesh,15.9129,79.74,2,0,0,0,0,0
2020-03-20,Chhattisgarh,21.2787,81.8661,1,0,0,0,0,0
2020-03-20,Delhi,28.7041,77.1025,17,1,3,5,0,0
2020-03-20,Gujarat,22.2587,71.1924,2,0,0,0,0,0
2020-03-20,Haryana,29.0588,76.0856,17,0,0,0,0,0
2020-03-20,Karnataka,15.3173,75.7139,15,1,0,1,0,0
2020-03-20,Kerala,10.8505,76.2711,28,0,3,1,0,0
2020-03-20,Maharashtra,19.7515,75.7139,47,1,0,0,0,0
2020-03-20,Odisha,20.9517,85.0985,1,0,0,0,0,0
2020-03-20,Puducherry,11.9416,79.8083,1,0,0,0,0,0
2020-03-20,Punjab,31.1471,75.3412,2,1,0,0,0,0
2020-03-20,Rajasthan,27.0238,74.2179,7,0,3,0,0,0
2020-03-20,Tamil Nadu,11.1271,78.6569,3,0,1,1,0,0
2020-03-20,Telengana,18.1124,79.0193,16,0,1,10,0,0
2020-03-20,Union Territory of Chandigarh,30.7333,76.7794,1,0,0,0,0,0
2020-03-20,Union Territory of Jammu and Kashmir,33.7782,76.5762,4,0,0,0,0,0
2020-03-20,Union Territory of Ladakh,34.2996,78.2932,10,0,0,2,0,0
2020-03-20,Uttar Pradesh,26.8467,80.9462,19,0,9,0,0,0
2020-03-20,Uttarakhand,30.0668,79.0193,1,0,0,0,0,0
2020-03-20,West Bengal,22.9868,87.855,1,0,0,0,0,0
2020-03-21,Andhra Pradesh,15.9129,79.74,3,0,0,1,0,0
2020-03-21,Chandigarh,30.7333,76.7794,1,0,0,0,0,0
2020-03-21,Chhattisgarh,21.2787,81.8661,1,0,0,0,0,0
2020-03-21,Delhi,28.7041,77.1025,26,1,5,9,0,2
2020-03-21,Gujarat,22.2587,71.1924,7,0,0,5,0,0
2020-03-21,Haryana,29.0588,76.0856,17,0,0,0,0,0
2020-03-21,Himachal Pradesh,31.1048,77.1734,2,0,0,0,0,0
2020-03-21,Jammu and Kashmir,33.7782,76.5762,4,0,0,0,0,0
2020-03-21,Karnataka,15.3173,75.7139,15,1,1,0,0,1
2020-03-21,Kerala,10.8505,76.2711,40,0,3,12,0,0
2020-03-21,Ladakh,34.2996,78.2932,13,0,0,0,0,0
2020-03-21,Madhya Pradesh,22.9734,78.6569,4,0,0,0,0,0
2020-03-21,Maharashtra,19.7515,75.7139,63,1,0,16,0,0
2020-03-21,Odisha,20.9517,85.0985,2,0,0,1,0,0
2020-03-21,Puducherry,11.9416,79.8083,1,0,0,0,0,0
2020-03-21,Punjab,31.1471,75.3412,13,1,0,11,0,0
2020-03-21,Rajasthan,27.0238,74.2179,17,0,3,10,0,0
2020-03-21,Tamil Nadu,11.1271,78.6569,3,0,1,0,0,0
2020-03-21,Telengana,18.1124,79.0193,21,0,1,5,0,0
2020-03-21,Uttar Pradesh,26.8467,80.9462,24,0,9,5,0,0
2020-03-21,Uttarakhand,30.0668,79.0193,3,0,0,2,0,0
2020-03-21,West Bengal,22.9868,87.855,3,0,0,2,0,0
2020-03-22,Andhra Pradesh,15.9129,79.74,5,0,0,2,0,0
2020-03-22,Bihar,25.0961,85.3131,2,1,0,0,0,0
2020-03-22,Chandigarh,30.7333,76.7794,5,0,0,4,0,0
2020-03-22,Chhattisgarh,21.2787,81.8661,1,0,0,0,0,0
2020-03-22,Delhi,28.7041,77.1025,29,1,5,3,0,0
2020-03-22,Gujarat,22.2587,71.1924,18,1,0,11,0,0
2020-03-22,Haryana,29.0588,76.0856,21,0,0,4,0,0
2020-03-22,Himachal Pradesh,31.1048,77.1734,2,0,0,0,0,0
2020-03-22,Jammu and Kashmir,33.7782,76.5762,4,0,0,0,0,0
2020-03-22,Karnataka,15.3173,75.7139,26,1,2,11,0,1
2020-03-22,Kerala,10.8505,76.2711,52,0,3,12,0,0
2020-03-22,Ladakh,34.2996,78.2932,13,0,0,0,0,0
2020-03-22,Madhya Pradesh,22.9734,78.6569,4,0,0,0,0,0
2020-03-22,Maharashtra,19.7515,75.7139,67,2,0,4,0,0
2020-03-22,Odisha,20.9517,85.0985,2,0,0,0,0,0
2020-03-22,Puducherry,11.9416,79.8083,1,0,0,0,0,0
2020-03-22,Punjab,31.1471,75.3412,21,1,0,8,0,0
2020-03-22,Rajasthan,27.0238,74.2179,24,0,3,7,0,0
2020-03-22,Tamil Nadu,11.1271,78.6569,7,0,1,4,0,0
2020-03-22,Telengana,18.1124,79.0193,22,0,1,1,0,0
2020-03-22,Uttar Pradesh,26.8467,80.9462,27,0,9,3,0,0
2020-03-22,Uttarakhand,30.0668,79.0193,3,0,0,0,0,0
2020-03-22,West Bengal,22.9868,87.855,4,0,0,1,0,0
2020-03-23,Andhra Pradesh,15.9129,79.74,7,0,0,2,0,0
2020-03-23,Bihar,25.0961,85.3131,2,1,0,0,0,0
2020-03-23,Chandigarh,30.7333,76.7794,6,0,0,1,0,0
2020-03-23,Chhattisgarh,21.2787,81.8661,1,0,0,0,0,0
2020-03-23,Delhi,28.7041,77.1025,29,1,5,0,0,0
2020-03-23,Gujarat,22.2587,71.1924,29,1,0,11,0,0
2020-03-23,Haryana,29.0588,76.0856,26,0,11,5,0,11
2020-03-23,Himachal Pradesh,31.1048,77.1734,2,0,0,0,0,0
2020-03-23,Jammu and Kashmir,33.7782,76.5762,4,0,0,0,0,0
2020-03-23,Karnataka,15.3173,75.7139,33,1,2,7,0,0
2020-03-23,Kerala,10.8505,76.2711,67,0,3,15,0,0
2020-03-23,Ladakh,34.2996,78.2932,13,0,0,0,0,0
2020-03-23,Madhya Pradesh,22.9734,78.6569,6,0,0,2,0,0
2020-03-23,Maharashtra,19.7515,75.7139,74,2,0,7,0,0
2020-03-23,Odisha,20.9517,85.0985,2,0,0,0,0,0
2020-03-23,Puducherry,11.9416,79.8083,1,0,0,0,0,0
2020-03-23,Punjab,31.1471,75.3412,21,1,0,0,0,0
2020-03-23,Rajasthan,27.0238,74.2179,28,0,3,4,0,0
2020-03-23,Tamil Nadu,11.1271,78.6569,9,0,1,2,0,0
2020-03-23,Telengana,18.1124,79.0193,32,0,1,10,0,0
2020-03-23,Uttar Pradesh,26.8467,80.9462,31,0,9,4,0,0
2020-03-23,Uttarakhand,30.0668,79.0193,3,0,0,0,0,0
2020-03-23,West Bengal,22.9868,87.855,7,1,0,3,0,0
2020-03-24,Andhra Pradesh,15.9129,79.74,8,0,0,1,0,0
2020-03-24,Bihar,25.0961,85.3131,3,1,0,1,0,0
2020-03-24,Chandigarh,30.7333,76.7794,7,0,0,1,0,0
2020-03-24,Chhattisgarh,21.2787,81.8661,1,0,0,0,0,0
2020-03-24,Delhi,28.7041,77.1025,30,2,6,1,0,1
2020-03-24,Gujarat,22.2587,71.1924,33,1,0,4,0,0
2020-03-24,Haryana,29.0588,76.0856,28,0,11,2,0,0
2020-03-24,Himachal Pradesh,31.1048,77.1734,3,1,0,1,0,0
2020-03-24,Jammu and Kashmir,33.7782,76.5762,4,0,0,0,0,0
2020-03-24,Karnataka,15.3173,75.7139,37,1,3,4,0,1
2020-03-24,Kerala,10.8505,76.2711,95,0,4,28,0,1
2020-03-24,Ladakh,34.2996,78.2932,13,0,0,0,0,0
2020-03-24,Madhya Pradesh,22.9734,78.6569,7,0,0,1,0,0
2020-03-24,Maharashtra,19.7515,75.7139,89,2,0,15,0,0
2020-03-24,Manipur,24.6637,93.9063,1,0,0,0,0,0
2020-03-24,Odisha,20.9517,85.0985,2,0,0,0,0,0
2020-03-24,Puducherry,11.9416,79.8083,1,0,0,0,0,0
2020-03-24,Punjab,31.1471,75.3412,29,1,0,8,0,0
2020-03-24,Rajasthan,27.0238,74.2179,32,0,3,4,0,0
2020-03-24,Tamil Nadu,11.1271,78.6569,15,0,1,6,0,0
2020-03-24,Telengana,18.1124,79.0193,35,0,1,3,0,0
2020-03-24,Uttar Pradesh,26.8467,80.9462,33,0,11,2,0,2
2020-03-24,Uttarakhand,30.0668,79.0193,4,0,0,1,0,0
2020-03-24,West Bengal,22.9868,87.855,9,1,0,2,0,0
2020-03-25,Andhra Pradesh,15.9129,79.74,9,0,1,1,0,1
2020-03-25,Bihar,25.0961,85.3131,4,1,0,1,0,0
2020-03-25,Chandigarh,30.7333,76.7794,7,0,0,0,0,0
2020-03-25,Chhattisgarh,21.2787,81.8661,1,0,0,0,0,0
2020-03-25,Delhi,28.7041,77.1025,31,1,6,1,0,0
2020-03-25,Gujarat,22.2587,71.1924,38,1,0,5,0,0
2020-03-25,Haryana,29.0588,76.0856,28,0,11,0,0,0
2020-03-25,Himachal Pradesh,31.1048,77.1734,3,1,0,0,0,0
2020-03-25,Jammu and Kashmir,33.7782,76.5762,7,0,1,3,0,1
2020-03-25,Karnataka,15.3173,75.7139,41,1,3,4,0,0
2020-03-25,Kerala,10.8505,76.2711,109,0,4,14,0,0
2020-03-25,Ladakh,34.2996,78.2932,13,0,0,0,0,0
2020-03-25,Madhya Pradesh,22.9734,78.6569,14,0,0,7,0,0
2020-03-25,Maharashtra,19.7515,75.7139,128,3,1,39,0,1
2020-03-25,Manipur,24.6637,93.9063,1,0,0,0,0,0
2020-03-25,Mizoram,23.1645,92.9376,1,0,0,0,0,0
2020-03-25,Odisha,20.9517,85.0985,2,0,0,0,0,0
2020-03-25,Puducherry,11.9416,79.8083,1,0,0,0,0,0
2020-03-25,Punjab,31.1471,75.3412,29,1,0,0,0,0
2020-03-25,Rajasthan,27.0238,74.2179,36,0,3,4,0,0
2020-03-25,Tamil Nadu,11.1271,78.6569,18,0,1,3,0,0
2020-03-25,Telengana,18.1124,79.0193,35,0,1,0,0,0
2020-03-25,Uttar Pradesh,26.8467,80.9462,37,0,11,4,0,0
2020-03-25,Uttarakhand,30.0668,79.0193,4,0,0,0,0,0
2020-03-25,West Bengal,22.9868,87.855,9,1,0,0,0,0
2020-03-26,Andaman and Nicobar Islands,11.7401,92.6586,1,0,0,0,0,0
2020-03-26,Andhra Pradesh,15.9129,79.74,11,0,1,2,0,0
2020-03-26,Bihar,25.0961,85.3131,6,1,0,2,0,0
2020-03-26,Chandigarh,30.7333,76.7794,7,0,0,0,0,0
2020-03-26,Chhattisgarh,21.2787,81.8661,6,0,0,5,0,0
2020-03-26,Delhi,28.7041,77.1025,36,1,6,5,0,0
2020-03-26,Goa,15.2993,74.124,3,0,0,0,0,0
2020-03-26,Gujarat,22.2587,71.1924,43,3,0,5,0,0
2020-03-26,Haryana,29.0588,76.0856,30,0,11,2,0,0
2020-03-26,Himachal Pradesh,31.1048,77.1734,3,1,0,0,0,0
2020-03-26,Jammu and Kashmir,33.7782,76.5762,13,1,1,6,0,0
2020-03-26,Karnataka,15.3173,75.7139,55,2,3,14,0,0
2020-03-26,Kerala,10.8505,76.2711,118,0,6,9,0,2
2020-03-26,Ladakh,34.2996,78.2932,13,0,0,0,0,0
2020-03-26,Madhya Pradesh,22.9734,78.6569,20,1,0,6,0,0
2020-03-26,Maharashtra,19.7515,75.7139,124,3,1,0,0,0
2020-03-26,Manipur,24.6637,93.9063,1,0,0,0,0,0
2020-03-26,Mizoram,23.1645,92.9376,1,0,0,0,0,0
2020-03-26,Odisha,20.9517,85.0985,2,0,0,0,0,0
2020-03-26,Puducherry,11.9416,79.8083,1,0,0,0,0,0
2020-03-26,Punjab,31.1471,75.3412,33,1,0,4,0,0
2020-03-26,Rajasthan,27.0238,74.2179,41,0,3,5,0,0
